patchID,team1_Name,team2_Name,mapName,team1Score,team2Score,agent1,agent2,agent3,agent4,agent5,agent6,agent7,agent8,agent9,agent10
4.02,Cloud9,100 Thieves,Split,13,10,Chamber,Breach,Killjoy,Astra,Raze,Viper,Cypher,Raze,Astra,Skye
4.02,Cloud9,100 Thieves,Breeze,13,6,Kayo,Viper,Sova,Jett,Chamber,Jett,Skye,Sova,Cypher,Viper
4.02,Version1,Knights,Ascent,13,4,Kayo,Killjoy,Jett,Astra,Sova,Astra,Sova,Jett,Sage,Killjoy
4.02,Version1,Knights,Icebox,13,2,Killjoy,Viper,Sage,Jett,Sova,Killjoy,Sova,Jett,Sage,Viper
4.02,Sentinels,NRG Esports,Fracture,10,13,Jett,Chamber,Breach,Viper,Astra,Viper,Breach,Chamber,Astra,Jett
4.02,Sentinels,NRG Esports,Haven,13,11,Jett,Sova,Skye,Astra,Cypher,Jett,Chamber,Sova,Kayo,Astra
4.02,Sentinels,NRG Esports,Bind,13,9,Jett,Raze,Sova,Viper,Astra,Sova,Viper,Jett,Astra,Skye
4.02,The Guard,Luminosity,Haven,13,1,Astra,Killjoy,Sova,Jett,Skye,Jett,Viper,Sova,Astra,Killjoy
4.02,The Guard,Luminosity,Fracture,15,13,Raze,Brimstone,Viper,Breach,Chamber,Chamber,Breach,Raze,Brimstone,Cypher
4.02,OpTic Gaming,Rise,Bind,10,13,Sova,Astra,Chamber,Raze,Viper,Sova,Raze,Viper,Astra,Chamber
4.02,OpTic Gaming,Rise,Haven,13,11,Jett,Sova,Killjoy,Skye,Astra,Kayo,Sova,Astra,Jett,Cypher
4.02,OpTic Gaming,Rise,Ascent,9,13,Skye,Astra,Jett,Sova,Killjoy,Kayo,Astra,Sova,Jett,Killjoy
4.02,XSET,Evil Geniuses,Breeze,13,9,Kayo,Jett,Sova,Astra,Viper,Jett,Viper,Sova,Kayo,Chamber
4.02,XSET,Evil Geniuses,Bind,13,7,Jett,Sova,Astra,Viper,Raze,Sova,Raze,Skye,Viper,Astra
4.02,Knights,Sentinels,Ascent,15,13,Astra,Jett,Killjoy,Sage,Sova,Sova,Kayo,Killjoy,Jett,Astra
4.02,Knights,Sentinels,Bind,5,13,Viper,Astra,Skye,Raze,Sova,Jett,Raze,Viper,Sova,Astra
4.02,Knights,Sentinels,Haven,8,13,Skye,Jett,Astra,Killjoy,Sova,Sova,Jett,Skye,Astra,Chamber
4.02,Evil Geniuses,Luminosity,Bind,2,13,Sova,Raze,Astra,Viper,Skye,Astra,Viper,Raze,Sova,Chamber
4.02,Evil Geniuses,Luminosity,Split,13,11,Chamber,Raze,Skye,Viper,Astra,Raze,Skye,Sage,Cypher,Astra
4.02,Evil Geniuses,Luminosity,Breeze,12,14,Viper,Chamber,Sova,Jett,Kayo,Cypher,Skye,Jett,Viper,Sova
4.02,XSET,Cloud9,Bind,13,7,Sova,Jett,Viper,Raze,Astra,Astra,Viper,Sova,Raze,Chamber
4.02,XSET,Cloud9,Breeze,7,13,Astra,Sova,Viper,Kayo,Jett,Cypher,Sova,Jett,Kayo,Viper
4.02,XSET,Cloud9,Icebox,10,13,Raze,Chamber,Sova,Viper,Jett,Jett,Kayo,Sova,Chamber,Viper
4.02,Rise,Version1,Breeze,6,13,Viper,Sova,Kayo,Jett,Chamber,Sova,Jett,Kayo,Viper,Cypher
4.02,Rise,Version1,Fracture,6,13,Viper,Breach,Raze,Astra,Chamber,Chamber,Raze,Viper,Breach,Astra
4.02,NRG Esports,OpTic Gaming,Icebox,7,13,Sova,Jett,Viper,Reyna,Chamber,Viper,Kayo,Sova,Chamber,Sage
4.02,NRG Esports,OpTic Gaming,Fracture,5,13,Viper,Breach,Chamber,Jett,Astra,Raze,Viper,Chamber,Astra,Breach
4.02,100 Thieves,The Guard,Haven,12,14,Jett,Cypher,Sova,Astra,Skye,Jett,Sova,Astra,Killjoy,Skye
4.02,100 Thieves,The Guard,Split,13,6,Viper,Skye,Cypher,Raze,Astra,Viper,Skye,Astra,Raze,Chamber
4.02,100 Thieves,The Guard,Ascent,0,13,Sova,Skye,Cypher,Astra,Chamber,Sova,Jett,Astra,Killjoy,Sage
4.02,Cloud9,Evil Geniuses,Haven,13,5,Killjoy,Breach,Jett,Skye,Astra,Sova,Killjoy,Astra,Jett,Skye
4.02,Cloud9,Evil Geniuses,Breeze,8,13,Jett,Viper,Chamber,Sova,Kayo,Jett,Viper,Chamber,Kayo,Sova
4.02,Cloud9,Evil Geniuses,Ascent,13,2,Killjoy,Kayo,Jett,Sova,Astra,Astra,Sova,Kayo,Jett,Killjoy
4.02,Knights,Rise,Ascent,13,9,Astra,Jett,Sova,Sage,Killjoy,Kayo,Sova,Killjoy,Jett,Astra
4.02,Knights,Rise,Bind,13,8,Raze,Sova,Jett,Viper,Astra,Chamber,Raze,Sova,Astra,Viper
4.02,Sentinels,OpTic Gaming,Bind,2,13,Sova,Raze,Jett,Astra,Viper,Raze,Astra,Sova,Viper,Chamber
4.02,Sentinels,OpTic Gaming,Fracture,13,10,Viper,Jett,Astra,Chamber,Breach,Chamber,Astra,Viper,Raze,Breach
4.02,Sentinels,OpTic Gaming,Icebox,9,13,Sage,Sova,Jett,Viper,Chamber,Chamber,Sage,Sova,Kayo,Viper
4.02,The Guard,XSET,Haven,13,7,Sova,Killjoy,Astra,Jett,Skye,Jett,Skye,Sova,Cypher,Astra
4.02,The Guard,XSET,Bind,11,13,Sova,Astra,Raze,Kayo,Viper,Viper,Sova,Astra,Jett,Raze
4.02,The Guard,XSET,Fracture,13,3,Astra,Breach,Chamber,Raze,Viper,Astra,Breach,Chamber,Viper,Raze
4.02,Luminosity,100 Thieves,Split,13,9,Astra,Raze,Sage,Cypher,Skye,Skye,Chamber,Raze,Astra,Viper
4.02,Luminosity,100 Thieves,Fracture,9,13,Chamber,Raze,Breach,Viper,Astra,Breach,Astra,Chamber,Viper,Raze
4.02,Luminosity,100 Thieves,Breeze,14,12,Jett,Cypher,Viper,Kayo,Sova,Viper,Chamber,Jett,Sova,Kayo
4.02,Version1,NRG Esports,Haven,12,14,Astra,Jett,Chamber,Breach,Sova,Killjoy,Sova,Astra,Jett,Kayo
4.02,Version1,NRG Esports,Fracture,13,11,Astra,Chamber,Raze,Breach,Viper,Astra,Chamber,Breach,Viper,Raze
4.02,Version1,NRG Esports,Icebox,13,11,Jett,Viper,Sage,Kayo,Sova,Chamber,Sova,Viper,Kayo,Sage
4.02,Rise,Sentinels,Haven,13,9,Sova,Astra,Kayo,Cypher,Jett,Astra,Skye,Sova,Chamber,Jett
4.02,Rise,Sentinels,Fracture,11,13,Chamber,Astra,Breach,Viper,Raze,Astra,Chamber,Viper,Jett,Breach
4.02,Rise,Sentinels,Bind,8,13,Sova,Astra,Raze,Jett,Viper,Sova,Raze,Jett,Viper,Astra
4.02,Evil Geniuses,The Guard,Haven,9,13,Jett,Sova,Astra,Skye,Killjoy,Jett,Sova,Killjoy,Skye,Astra
4.02,Evil Geniuses,The Guard,Icebox,11,13,Sova,Jett,Sage,Chamber,Viper,Jett,Viper,Sova,Killjoy,Sage
4.02,Luminosity,Cloud9,Haven,3,13,Killjoy,Sova,Astra,Skye,Jett,Jett,Killjoy,Astra,Breach,Skye
4.02,Luminosity,Cloud9,Bind,13,15,Raze,Chamber,Sova,Astra,Viper,Viper,Raze,Sova,Astra,Chamber
4.02,NRG Esports,Knights,Breeze,6,13,Viper,Jett,Kayo,Sova,Chamber,Kayo,Jett,Sova,Cypher,Viper
4.02,NRG Esports,Knights,Bind,13,8,Sage,Brimstone,Viper,Skye,Raze,Viper,Jett,Sova,Raze,Astra
4.02,NRG Esports,Knights,Haven,5,13,Killjoy,Sova,Kayo,Jett,Astra,Jett,Skye,Sova,Astra,Killjoy
4.02,100 Thieves,XSET,Breeze,8,13,Chamber,Jett,Viper,Sova,Kayo,Jett,Sova,Kayo,Astra,Viper
4.02,100 Thieves,XSET,Fracture,13,9,Raze,Chamber,Breach,Viper,Astra,Raze,Breach,Viper,Astra,Chamber
4.02,100 Thieves,XSET,Split,4,13,Raze,Astra,Viper,Chamber,Breach,Chamber,Skye,Astra,Raze,Viper
4.02,OpTic Gaming,Version1,Ascent,13,2,Sova,Jett,Killjoy,Astra,Kayo,Jett,Astra,Killjoy,Sova,Kayo
4.02,OpTic Gaming,Version1,Haven,5,13,Sova,Astra,Chamber,Neon,Breach,Jett,Chamber,Breach,Skye,Astra
4.02,OpTic Gaming,Version1,Icebox,5,13,Chamber,Viper,Kayo,Sova,Sage,Sova,Viper,Sage,Chamber,Jett
4.04,Cloud9,The Guard,Bind,7,13,Brimstone,Breach,Raze,Sova,Viper,Sage,Skye,Brimstone,Viper,Raze
4.04,Cloud9,The Guard,Ascent,13,4,Omen,Killjoy,Jett,Sova,Kayo,Killjoy,Kayo,Jett,Astra,Sova
4.04,Cloud9,The Guard,Haven,13,2,Jett,Skye,Breach,Killjoy,Omen,Sova,Jett,Killjoy,Skye,Omen
4.04,NRG Esports,Rise,Fracture,13,7,Breach,Viper,Chamber,Raze,Astra,Astra,Breach,Chamber,Raze,Viper
4.04,NRG Esports,Rise,Haven,13,4,Sova,Yoru,Omen,Killjoy,Kayo,Cypher,Omen,Sova,Kayo,Jett
4.04,100 Thieves,Evil Geniuses,Breeze,13,11,Sova,Chamber,Kayo,Reyna,Viper,Chamber,Kayo,Sova,Viper,Jett
4.04,100 Thieves,Evil Geniuses,Haven,14,12,Omen,Sova,Chamber,Jett,Breach,Chamber,Brimstone,Breach,Sova,Jett
4.04,XSET,Luminosity,Breeze,13,5,Astra,Jett,Viper,Kayo,Sova,Viper,Kayo,Sova,Cypher,Jett
4.04,XSET,Luminosity,Split,13,11,Chamber,Viper,Raze,Skye,Astra,Omen,Cypher,Sage,Raze,Skye
4.04,Sentinels,Version1,Ascent,4,13,Sova,Omen,Jett,Killjoy,Kayo,Kayo,Killjoy,Sova,Jett,Astra
4.04,Sentinels,Version1,Haven,11,13,Sova,Killjoy,Kayo,Omen,Jett,Kayo,Breach,Chamber,Omen,Jett
4.04,OpTic Gaming,Knights,Ascent,13,6,Kayo,Sova,Jett,Brimstone,Killjoy,Jett,Omen,Sage,Sova,Killjoy
4.04,OpTic Gaming,Knights,Bind,13,7,Raze,Chamber,Viper,Skye,Brimstone,Brimstone,Sova,Raze,Viper,Jett
