patchID,team1_Name,team2_Name,mapName,team1Score,team2Score,agent1,agent2,agent3,agent4,agent5,agent6,agent7,agent8,agent9,agent10
4.04,DRX,ZETA DIVISION,Icebox,13,2,Viper,Sova,Kayo,Sage,Jett,Chamber,Sova,Viper,Sage,Jett
4.04,DRX,ZETA DIVISION,Haven,13,3,Omen,Killjoy,Jett,Breach,Sova,Killjoy,Breach,Astra,Skye,Jett
4.04,KRÜ Esports,Team Liquid,Fracture,5,13,Brimstone,Sage,Breach,Chamber,Jett,Breach,Brimstone,Chamber,Neon,Jett
4.04,KRÜ Esports,Team Liquid,Ascent,14,16,Chamber,Jett,Kayo,Omen,Sova,Omen,Kayo,Killjoy,Jett,Sova
4.04,OpTic Gaming,XERXIA Esports,Icebox,10,13,Chamber,Kayo,Viper,Sova,Sage,Viper,Jett,Sova,Killjoy,Sage
4.04,OpTic Gaming,XERXIA Esports,Ascent,10,13,Sova,Kayo,Jett,Brimstone,Killjoy,Killjoy,Jett,Sova,Omen,Sage
4.04,FNATIC,Ninjas In Pyjamas,Ascent,7,13,Sova,Jett,Omen,Killjoy,Kayo,Omen,Kayo,Jett,Sova,Killjoy
4.04,FNATIC,Ninjas In Pyjamas,Split,8,13,Sage,Omen,Viper,Skye,Raze,Jett,Omen,Raze,Sage,Cypher
4.04,XERXIA Esports,Team Liquid,Split,7,13,Breach,Skye,Omen,Killjoy,Jett,Sage,Astra,Breach,Raze,Cypher
4.04,XERXIA Esports,Team Liquid,Icebox,13,11,Killjoy,Viper,Sova,Jett,Sage,Sova,Jett,Sage,Killjoy,Viper
4.04,XERXIA Esports,Team Liquid,Ascent,15,17,Omen,Killjoy,Sova,Sage,Jett,Kayo,Jett,Sova,Killjoy,Omen
4.04,Ninjas In Pyjamas,DRX,Icebox,4,13,Jett,Sage,Sova,Reyna,Viper,Kayo,Viper,Sage,Sova,Jett
4.04,Ninjas In Pyjamas,DRX,Breeze,8,13,Chamber,Sova,Kayo,Viper,Jett,Viper,Skye,Jett,Chamber,Sova
4.04,OpTic Gaming,KRÜ Esports,Bind,13,5,Chamber,Brimstone,Viper,Skye,Raze,Raze,Viper,Sage,Brimstone,Skye
4.04,OpTic Gaming,KRÜ Esports,Ascent,13,10,Omen,Sova,Kayo,Jett,Killjoy,Jett,Sova,Chamber,Kayo,Omen
4.04,FNATIC,ZETA DIVISION,Fracture,7,13,Viper,Raze,Brimstone,Cypher,Breach,Astra,Chamber,Raze,Breach,Viper
4.04,FNATIC,ZETA DIVISION,Icebox,11,13,Viper,Chamber,Sova,Sage,Kayo,Viper,Chamber,Sova,Jett,Sage
